,train_loss,test_loss
0,0.1157467790457713,0.028965176587366755
1,0.025499696495568814,0.022877072642563254
2,0.021868139676883093,0.02055408584938687
3,0.020097386065746663,0.01929010353555345
4,0.019073325776211594,0.018501085935124926
5,0.018394855146422563,0.017940115064952026
6,0.01789104563357961,0.017500888983345335
7,0.01747749387489065,0.017132304917285398
8,0.017132337673155168,0.016811576784606194
9,0.016825615441488563,0.016526839814510693
10,0.016548912837634534,0.01626983707901209
11,0.01630338959400649,0.016035901542729252
12,0.016077067694672004,0.01582475432497301
13,0.015870788126297847,0.015629227107070435
14,0.015682708146884237,0.01544947956042115
15,0.015508757945855179,0.015283402358033474
16,0.015348412412102037,0.015128732469098963
17,0.015196855703983313,0.01498620112420647
18,0.01505851510631116,0.01485450173117173
19,0.014929905476625009,0.014730693339399852
