,train_loss,test_loss
0,0.047234622947395305,0.01944382174332051
1,0.01841811427984701,0.017409446613661422
2,0.017066866057017422,0.01649193126993005
3,0.016307138249544842,0.01586693085753804
4,0.01574911347821431,0.015377512539790314
5,0.015308376502893541,0.014991631108531906
6,0.014954503868585047,0.014670411670568642
7,0.014670967397129978,0.014416062753576382
8,0.014435063966590425,0.01420027341480088
9,0.014233698921940287,0.014012672778242712
10,0.014053778509702295,0.013846363771445812
11,0.013897097209835296,0.013699035302611294
12,0.013758346038248838,0.013568718727844157
13,0.013625300579878223,0.013441487061227582
14,0.01350699695627517,0.013329885360209426
15,0.013397788328816518,0.01322467677935863
16,0.013296403420750823,0.013131844360310181
17,0.013198700939517116,0.013033061199317313
18,0.013109572930856968,0.012951341819516413
19,0.013027425934000851,0.012880580802299793
